# a_small,a_big,Rp_crit,sigma_R,a_zipf,sigma_inc,loglike
1.077670880160000039e-01,5.136373195027999827e+00,2.539706822639999917e+00,3.251142949909999746e-01,2.415757549049000197e+00,2.231455246624999944e+00,-2.919016004935500064e+01
-2.278508812249999960e-01,6.780101251508000360e+00,3.141300592612000120e+00,1.360951150649999941e-01,1.173631571487999903e+00,2.268013965656999975e+00,-3.290773258515500288e+01
-5.616245546000000165e-03,5.032223351814000267e+00,2.480763102446999824e+00,2.426640860929999977e-01,1.699034913850000050e+00,2.154884378639000175e+00,-3.142420838481800160e+01
-6.512629983199999528e-02,5.935283354479000018e+00,2.848633804178999807e+00,7.074239115300000325e-02,1.582284080335000009e+00,2.462647200290999816e+00,-3.459286487381199748e+01
3.115330536700000041e-01,3.759106995897000036e+00,1.964526392213000072e+00,1.956990504739999914e-01,1.577905287339999907e+00,2.191989507304000107e+00,-3.381474043040000055e+01
7.754222601229999734e-01,3.582162125778999950e+00,1.741388644089999937e+00,1.262732999299999992e-01,1.050495574623000028e+00,2.327906273768999945e+00,-3.280633621414200007e+01
1.786303870800000013e-02,5.342236397760999900e+00,2.521457875742000088e+00,1.985959448680000017e-01,2.165532405022000173e+00,2.336384309285000072e+00,-3.109379172955900117e+01
1.119891494899999951e-01,4.006298742781000399e+00,2.183495194774999870e+00,7.965541407300000265e-02,9.733816015149999723e-01,2.277996713617000069e+00,-3.362370268859400113e+01
-2.839343593600000132e-02,4.364390470046999759e+00,2.202865386741000187e+00,2.166953964589999893e-01,1.490509015426999984e+00,2.212116172987999896e+00,-3.322714859486300298e+01
6.696225904510000326e-01,3.969532309896000033e+00,1.988402418244999970e+00,1.402760618199999920e-01,1.135595914905999981e+00,2.493739882893000193e+00,-3.468613769292200288e+01
4.123142956820000093e-01,4.071001401243999673e+00,1.929005517050000007e+00,2.367167432800000026e-01,1.568839672596999968e+00,2.307073716795999818e+00,-3.286035585721800345e+01
1.807506678659999977e-01,5.424300650701000315e+00,2.512459081024000174e+00,4.859466576000000260e-02,1.313921185677999981e+00,2.392157374707999828e+00,-3.152331099155399841e+01
-2.051010360849999936e-01,7.211294522569000165e+00,3.185954360683000086e+00,2.307924387120000032e-01,2.993935482277000126e+00,2.180821555794000055e+00,-3.155621526421699841e+01
6.134427199700000222e-02,6.689176312040999939e+00,2.821506556994000103e+00,9.347745609600000005e-02,3.741631083799999979e-01,2.476041067065999801e+00,-3.256268585859400133e+01
8.838936272000000316e-02,4.896076984662999898e+00,2.449085808552999843e+00,1.508236963260000119e-01,2.391885445276999977e+00,2.322696788596999795e+00,-2.799221943064799945e+01
1.579178997700000087e-01,6.758420037858999585e+00,2.686818232000999895e+00,2.076069657769999965e-01,1.072788508369999949e+00,2.182768798075000127e+00,-3.082359317552799993e+01
1.492564949999999934e-03,5.809825433071999612e+00,2.637060983441000150e+00,4.386661077869999925e-01,1.645059449748000002e+00,2.039463907211000127e+00,-3.083322824957399888e+01
2.411809548340000109e-01,6.531445356583000184e+00,2.719717699523000132e+00,1.150373919999999901e-03,2.702730411787999998e+00,2.412017789626999864e+00,-3.507188607216500031e+01
-6.597477643900000188e-02,4.000726010143000444e+00,2.279281866139999835e+00,2.269533139680000033e-01,2.452456794410000085e-01,2.334297085684000184e+00,-3.149055241246200154e+01
-2.638480107100000041e-02,4.313641029638000113e+00,2.576833375135000104e+00,1.142952058900000012e-02,9.764148317240000097e-01,2.278414940115999876e+00,-3.419654573403399667e+01
-1.986099674379999958e-01,3.987680314487000111e+00,2.272951537922999865e+00,2.185209396259999992e-01,1.343599611936000082e+00,2.306880868449999955e+00,-3.327415850362999805e+01
-2.271211165999999920e-02,5.002379393143000286e+00,2.492386130618999829e+00,3.084066879630000257e-01,1.824279094778999966e+00,2.120472894150999821e+00,-3.204611711237799909e+01
9.826942733019999876e-01,5.022139646297000048e+00,1.950126450910000031e+00,2.018179643630000075e-01,2.478258535915999872e+00,2.393436373715999821e+00,-3.407396754100000180e+01
1.908437570829999985e-01,4.174002322785000274e+00,2.179954501985999826e+00,2.676578290070000254e-01,1.164672723545999933e+00,2.540596437812999930e+00,-3.307907642388899916e+01
-1.750901355089999889e-01,7.262760830232999787e+00,3.128313106742000027e+00,8.155229796000000239e-03,3.596732899405000072e+00,2.396493787839999889e+00,-3.642597560714899885e+01
8.521656662219999623e-01,3.069561888033999875e+00,1.466712902308000110e+00,3.781508429000000199e-02,9.750381145969999608e-01,2.461154872763000157e+00,-3.559043462958599946e+01
-1.678721759299999991e-02,5.530991705075999576e+00,2.430287040297999912e+00,4.212763183079999973e-01,1.994605702409999903e+00,2.135584753368000133e+00,-3.290544458680000162e+01
-9.934394417300000668e-02,3.358552465798000153e+00,1.966546875908000036e+00,2.266002242540000045e-01,8.569929592099999605e-01,2.339070982797999854e+00,-3.395002329334499791e+01
-8.366269685199999306e-02,4.458412274858000401e+00,2.400793315473999989e+00,1.395224113190000059e-01,3.766025390759999980e-01,2.374425300028999875e+00,-2.965038500554599921e+01
8.962511092199999807e-02,5.249581252902999928e+00,2.659918492615000130e+00,2.258527533409999954e-01,1.715939920759999904e+00,2.192644815082999799e+00,-3.303674404787400221e+01
2.831477676829999846e-01,3.924511631111999854e+00,1.935813702801000069e+00,2.454562621109999954e-01,1.972517128181999979e+00,2.279217519519999957e+00,-3.106291770723600010e+01
-1.508570927800000072e-01,3.790317712659999838e+00,2.098907296500999831e+00,2.832982432619999824e-01,1.361134610563000003e+00,2.273168066484000160e+00,-3.248931510625600083e+01
2.327373835759999898e-01,3.767867660795999996e+00,1.879740622879999989e+00,2.498576927299999972e-01,1.956399182666000103e+00,2.325823884731000213e+00,-3.403213736544999790e+01
4.557548233970000195e-01,4.620705924075999782e+00,2.043882346261999938e+00,7.889094758400000407e-02,9.448428511640000194e-01,2.338941094614999994e+00,-3.336834438765200161e+01
