# a_small,a_big,Rp_crit,sigma_R,a_zipf,sigma_inc,loglike
-3.744949034510000052e-01,4.141214517958999863e+00,2.468366705653000093e+00,1.676085529749999914e-01,9.238160947179999694e-01,2.215673835882999931e+00,-4.445097855439799872e+01
-2.078834165229999920e-01,5.246163960916000235e+00,2.692358651968000061e+00,1.333241746709999953e-01,2.097832791951999898e+00,2.661552340292999919e+00,-3.872626188636599665e+01
1.528687798239999895e-01,3.631154925020999791e+00,2.207083267089999801e+00,2.311916214539999903e-01,3.135535169095000185e+00,2.455076479136999890e+00,-4.269029746322699737e+01
4.324254225240000138e-01,3.079924964777000174e+00,1.421687047612000043e+00,5.142125990450000517e-01,6.423134326010000450e-01,2.377864451843000104e+00,-4.423468217677800141e+01
1.267136610129999952e-01,5.032863655010999970e+00,2.518696608358999889e+00,1.230420685220000032e-01,9.755648210370000406e-01,2.557909830620999969e+00,-3.992033386927400329e+01
-3.449028894100000103e-02,5.299285844011000002e+00,2.574393805365000176e+00,1.342124727279999929e-01,1.340996468826999966e+00,2.456298234596999919e+00,-3.817721989378699732e+01
6.056159489839999521e-01,3.264338995234000063e+00,1.776766895383000033e+00,2.109192067900000078e-01,4.434158380699999846e-02,2.559957300023000037e+00,-4.131766550121700021e+01
-1.642147764490000106e-01,5.042110708234999628e+00,2.571232196306000084e+00,3.087325226939999778e-01,9.712425859740000389e-01,2.408213758491999812e+00,-3.814168187959800349e+01
4.997210256180000254e-01,3.957630727423000039e+00,1.977876080829999994e+00,3.177390394779999738e-01,3.291346622485999962e+00,2.521061679999999861e+00,-3.992877870264899798e+01
-2.551995211409999742e-01,4.693728380463999983e+00,2.590472875252999962e+00,6.152202580810000043e-01,3.394248117920999785e+00,1.993336382565999987e+00,-3.800080180698699905e+01
-1.386960496400000027e-02,4.945115785369999628e+00,2.577391561265999886e+00,3.289492305339999922e-01,2.958723120630000203e-01,2.762879771117999983e+00,-4.211128825357400274e+01
5.202322596600000154e-02,4.352333786943000327e+00,2.362094075942999805e+00,1.943818488219999918e-01,7.671710866819999586e-01,2.397464844452999788e+00,-3.971412381055299790e+01
-2.265106149330000096e-01,5.733859247866999631e+00,3.067552682060000091e+00,4.459302255509999813e-01,3.994981913099999726e-01,2.428608522737000008e+00,-3.973735616475499910e+01
-3.165439987259999755e-01,4.611497904964999783e+00,2.793638964429999927e+00,2.850792672770000036e-01,2.485619022103000120e+00,2.395233311865999859e+00,-4.443174492304299861e+01
1.496400506049999912e-01,5.070475959422999779e+00,2.525283032986000098e+00,9.617292560399999524e-02,7.287961682050000389e-01,2.557214536507999902e+00,-4.102259860439699679e+01
3.720507826700000104e-02,5.442284687707999780e+00,2.626011458598000115e+00,1.133529391170000067e-01,1.117235165539999908e+00,2.726320607098000171e+00,-3.946861467301999937e+01
2.729656634400000059e-01,4.032062173828999896e+00,1.895330045522999995e+00,1.960206304229999974e-01,9.455623270580000295e-01,2.571545395908000131e+00,-4.130795741198299709e+01
7.242669824749999874e-01,3.214015774673999903e+00,1.330686786640000063e+00,3.221003107720000203e-01,1.544814243277000010e+00,2.598339978594999877e+00,-3.850691839211499712e+01
2.085761540730000085e-01,4.155297848392000226e+00,2.257493523936000113e+00,6.932200303499999605e-02,8.772220538839999859e-01,2.992152950334999950e+00,-4.265293395351699957e+01
-1.196715951199999947e-02,5.125047932814999818e+00,2.345427223096999914e+00,4.061036122630000134e-01,3.528848104519999862e-01,2.618601359462000122e+00,-3.926070346594899974e+01
-2.321570907080000024e-01,4.563582998080000230e+00,2.648684698992000097e+00,3.672448304959999854e-01,3.415703608149999737e-01,2.257788821467999973e+00,-4.184870906119400047e+01
5.802006261150000066e-01,3.166150923796000161e+00,1.481285882619999938e+00,1.204050083020000023e-01,2.580382966155000179e+00,2.710233515800999804e+00,-4.559255416617499890e+01
2.065098403329999888e-01,4.629785118288999968e+00,2.401220106241999996e+00,9.644541886999999369e-02,1.093413656097999898e+00,2.472753329216999862e+00,-3.976622996975999769e+01
3.195399291450000123e-01,3.260192696514999877e+00,1.677641767457999977e+00,1.812950851039999978e-01,2.123197763959999984e-01,2.535118070184999794e+00,-4.190226415669899751e+01
-2.139823001399999980e-02,3.812883267869000115e+00,2.183908870231999977e+00,1.820810707000000001e-02,1.232939771290000097e+00,2.673549025000999890e+00,-4.007455723924500290e+01
-3.147267819230000208e-01,5.349939659759000321e+00,2.853152156019000074e+00,2.428236485359999974e-01,1.456247845189999890e-01,2.669193274733999921e+00,-3.916872539110099893e+01
-1.676327731059999993e-01,4.974027710560999793e+00,2.400454042837000035e+00,3.902163844400000081e-01,4.840639833620000165e-01,2.270306848575999847e+00,-4.123997517811599778e+01
1.389364278809999964e-01,6.715007419571000113e+00,2.512658389732000064e+00,6.367747064709999849e-01,1.997086249917999989e+00,2.076346240048000169e+00,-3.974110675409099969e+01
1.533905809770000073e-01,5.259633944701000097e+00,2.324503926029000134e+00,1.512583863480000124e-01,2.015147028869999912e-01,2.868670828887000201e+00,-4.455430597225799971e+01
-1.264342546600000054e-02,4.701338448909000434e+00,2.435421723245000170e+00,2.580873590339999857e-01,1.330891325647000079e+00,2.617430948627999854e+00,-3.874813317069700247e+01
-2.977498047639999812e-01,5.586838030956999823e+00,3.009959632006999897e+00,6.715734096059999825e-01,3.172487725514999912e+00,2.118827077670999870e+00,-3.802269513333399686e+01
-1.500983048699999940e-02,5.748369795674999949e+00,2.772122695646999979e+00,1.434804740860000094e-01,9.484014897679999834e-01,2.647295924658000121e+00,-4.217092290652200148e+01
