# a_small,a_big,Rp_crit,sigma_R,a_zipf,sigma_inc,loglike
5.441688074720000268e-01,4.752728725093000151e+00,2.452515042739999984e+00,2.695004546890000241e-01,9.841520881569999490e-01,3.119259969285999912e+00,-2.219181608689699914e+01
8.214198125580000065e-01,4.826152451358000306e+00,2.732843823551000195e+00,5.730404966600000094e-02,7.491066822430000327e-01,4.373069186938000286e+00,-1.986045067103500017e+01
1.597071550766000048e+00,3.672351368358000023e+00,2.610769539271000195e+00,1.044676676599999993e-01,2.246021571819999951e-01,7.268251954816999927e+00,-1.847296636725300090e+01
1.808692722852000001e+00,3.584057217499000192e+00,2.691785643071999967e+00,4.602071753959999789e-01,-3.336867472610000052e-01,7.528513016994000218e+00,-1.475567148312200061e+01
9.631709105339999466e-01,4.825431260715999926e+00,2.294833494386999906e+00,1.096173065870000018e-01,1.394860935921999889e+00,2.654400899995999819e+00,-2.573170218034800172e+01
1.593664265102999966e+00,3.890183081693999956e+00,2.456332753662000101e+00,4.808940612600000331e-02,6.699226787499999725e-02,6.370944158919000344e+00,-1.743576633837200163e+01
1.750181383806000079e+00,5.357821115023999603e+00,2.973222888371000128e+00,1.656721689170000122e-01,-9.275616060399999308e-02,7.605896578442999711e+00,-1.654756191844899860e+01
1.710993920926999978e+00,3.945607192000000207e+00,2.595176129066000037e+00,2.334262044110000101e-01,-3.733229322300000291e-02,7.707782748105000081e+00,-1.530972399676899975e+01
7.708542689820000460e-01,3.922235065764999806e+00,2.329555131314999805e+00,2.012062793200000005e-02,7.725540194290000384e-01,4.184740512311999616e+00,-2.040316674518199846e+01
1.904586633337000068e+00,4.325588006572999689e+00,2.831569248192999932e+00,1.859822545519999870e-01,-1.648263497040000081e-01,7.222954643529999608e+00,-1.541326139436299947e+01
9.419747687749999709e-01,5.423972750526999675e+00,2.605023796669000191e+00,1.287186076069999907e-01,8.173733280570000259e-01,5.008124364633999903e+00,-2.495002497951999842e+01
1.779147950880999973e+00,4.339929340319000239e+00,2.487509588706999786e+00,2.680397551320000127e-01,2.848677822249999769e-01,5.892198820373000245e+00,-1.745978138496399978e+01
2.168083940284000199e+00,2.734976024898000180e+00,2.611844562283000215e+00,3.402352780530000231e-01,-5.177008458859999607e-01,8.184333757374000484e+00,-1.618238494980699826e+01
1.853244370555999998e+00,4.698928097805000093e+00,2.849937444187999880e+00,3.037519595679999962e-01,-2.417021481520000015e-01,7.759029430977999908e+00,-1.464965784597699994e+01
2.135433047602000034e+00,3.407725067678000208e+00,2.313486389569999968e+00,8.843563775799999360e-02,1.911567784490000033e-01,7.074508896306999972e+00,-1.682853603663999920e+01
8.441639029840000141e-01,4.282779075682999981e+00,2.481716142649000201e+00,2.961054033109999928e-01,8.292812361239999541e-01,3.992517588126999861e+00,-2.058409149794099946e+01
6.983566661260000030e-01,5.723966432713000430e+00,2.907362342413999823e+00,6.471827140499999964e-02,8.594968016609999539e-01,4.544987992290000278e+00,-2.172150399328999981e+01
1.276593301991000073e+00,5.648946518958999796e+00,2.820418161051000183e+00,2.324482708579999890e-01,3.117281718670000257e-01,5.839995280213000406e+00,-1.669342234961499827e+01
5.473378996219999681e-01,4.785142163164000095e+00,2.776204073425999841e+00,6.341089532179999821e-01,5.789575482209999846e-01,3.983399574833999868e+00,-1.782011460851699880e+01
8.167081339270000351e-01,4.317006683458999738e+00,2.369382513881999941e+00,1.899308816699999888e-02,9.498641189519999584e-01,3.400048412736000003e+00,-2.323076579753699988e+01
5.953825865649999827e-01,6.212220130783999927e+00,2.972061328950999837e+00,1.020825887860000031e-01,8.993328580589999843e-01,3.638732887208000033e+00,-2.119926436824399829e+01
6.342577197730000504e-01,5.668635443768000215e+00,2.683811108733999973e+00,3.682746702300000036e-02,8.965889447070000129e-01,3.959744150097999960e+00,-2.313911976184800068e+01
1.153472368979999940e+00,4.641704783205000240e+00,2.352230040604999850e+00,7.666306137700000523e-02,7.454810049569999819e-01,4.323912996039999790e+00,-2.185999824351900145e+01
4.851880110049999750e-01,4.284543031149000036e+00,2.533453180306000085e+00,4.796735582199999903e-02,8.232283618789999480e-01,4.485420376931999797e+00,-2.282511855895999986e+01
6.389943344020000415e-01,4.434732027871000071e+00,2.465422091985999931e+00,6.772891501000000147e-02,9.421136737759999713e-01,3.765098675134999962e+00,-2.020258947329800137e+01
1.564185949797999964e+00,3.914225743408000113e+00,3.018401089791999947e+00,3.576218205339999900e-01,-3.933143147100000014e-01,7.261399561308000017e+00,-1.622913574120699920e+01
1.121153240698000042e+00,5.180709451372999652e+00,2.634574636427000183e+00,2.241933217609999862e-01,4.722363619139999802e-01,4.999022774208000008e+00,-1.821737532715700070e+01
2.296665481973000134e+00,5.026945577322000425e+00,2.971435924200000134e+00,2.869964562599999769e-01,-3.671502875479999983e-01,7.913113200361999944e+00,-1.695526557681100144e+01
1.442182965174999998e+00,4.749758800410000426e+00,2.559437594470999944e+00,3.571062851139999994e-01,5.815440910870000035e-01,5.507372651542000064e+00,-1.897770282657999985e+01
1.105187033695999910e+00,4.553425149065000177e+00,2.534408563227999789e+00,1.670417925390000058e-01,6.266574524179999717e-01,5.093547772635999671e+00,-1.792631479271700101e+01
1.024964755262000038e+00,5.722502460986000017e+00,3.516112936623999818e+00,8.577483240000000064e-02,-2.688773674289999804e-01,7.885901589017000113e+00,-2.070808103826299984e+01
1.531136328070000108e+00,4.156801565898000206e+00,2.651958934178999971e+00,6.497175302999999569e-02,3.285088215709999759e-01,6.587255626292000343e+00,-1.895045710178400000e+01
9.299201077119999548e-01,4.939286073079999895e+00,2.606235399526999785e+00,2.538402425000000143e-02,7.348922012470000542e-01,3.870514922819999981e+00,-2.057025717895200145e+01
1.753304142111000052e+00,3.595473803158999893e+00,2.258027103228000154e+00,3.409371592930000028e-01,3.282644409630000037e-01,5.993245217820000192e+00,-1.677172286542700164e+01
2.503856983580000084e-01,4.638422525692999621e+00,2.597019543681999831e+00,1.133676054100000025e-01,1.514487619530999973e+00,1.915355856834999981e+00,-2.447645111447199895e+01
1.442304609028999929e+00,5.337398464366000184e+00,2.688270253021999956e+00,1.903673371099999859e-02,8.593739614699999474e-02,7.037943747919999993e+00,-1.842818468503000062e+01
1.601710158956000107e+00,3.425162067646999819e+00,2.826039738636000109e+00,3.958143044429999757e-01,-9.562684314100000638e-02,7.221768362518999673e+00,-1.886108351434599939e+01
1.576706568701000011e+00,3.850579649295000184e+00,2.208172211381000061e+00,1.704968589810000046e-01,6.343384687519999510e-01,5.238349254366999830e+00,-1.776325135187499882e+01
1.891840258320000023e+00,4.700446551206000301e+00,2.605436023949000202e+00,3.375294847110000274e-01,1.668435503800000108e-01,6.843654937304999741e+00,-1.800140681917699936e+01
2.489028845250000066e-01,3.827024130235999966e+00,2.403955055862999846e+00,1.447492758360000020e-01,1.281805725075999991e+00,2.276356704191000002e+00,-2.701540196200300059e+01
6.675690043549999952e-01,5.028147458023999761e+00,2.675712839821000166e+00,4.966798196100000173e-02,7.488948671980000249e-01,4.704194134946000361e+00,-2.042306210063700078e+01
1.031472162603999987e+00,4.643479359656000227e+00,2.423423394842000089e+00,1.257752977150000118e-01,9.359228782039999972e-01,4.075463754424999863e+00,-2.168350334778200050e+01
2.190840893327000050e+00,2.983299308112000059e+00,2.918400444236000091e+00,1.726857363890000052e-01,-5.945466282460000196e-01,9.233631550084000494e+00,-1.634734171678099912e+01
1.957182255204999999e+00,4.641311843359999578e+00,2.666346645630000012e+00,3.090571426659999843e-01,-2.969606890200000154e-02,6.373596633633000330e+00,-1.809769103839800053e+01
7.474452490520000492e-01,6.278073006597000294e+00,2.844899639024999871e+00,2.228131694490000092e-01,5.661040454150000345e-01,4.568496121515000397e+00,-2.032835506618199872e+01
1.977638362993999976e+00,4.640253215259999564e+00,2.744938404607999871e+00,3.095181179329999921e-01,-3.165131541300000156e-02,6.421530063908000407e+00,-1.851960834038100145e+01
8.730433533920000100e-01,5.189678376945000338e+00,2.751950702304999830e+00,2.839294274129999796e-01,4.276563971869999925e-01,4.775338562944000387e+00,-1.847554858126299848e+01
1.538964910730000080e+00,3.333268359418999793e+00,2.595497200816000216e+00,3.256031002200000107e-02,-5.205206387200000256e-02,6.799066349161999590e+00,-1.634989911568600007e+01
8.520835629459999616e-01,4.548579144380999750e+00,2.514413274414999844e+00,3.636202114279999953e-01,8.470896688090000515e-01,3.607954503200999863e+00,-1.926436673965600122e+01
1.326329870441000036e+00,6.864979560197999930e+00,3.043437385229000203e+00,1.247770816469999933e-01,8.449801466999999275e-03,6.873767587020999770e+00,-1.727197706810499866e+01
6.566070326089999964e-01,4.425467749232000259e+00,2.651051236747000051e+00,3.371121428180000046e-01,6.271468598980000086e-01,4.015551449645999860e+00,-2.035530896623599872e+01
7.836601730169999724e-01,5.110068915422999680e+00,2.838804545110999999e+00,1.039664042300000035e-01,5.724313035750000500e-01,4.473593487712999917e+00,-2.051757253463199859e+01
1.634453560232000058e+00,3.946908003169999901e+00,2.427848269816999860e+00,2.668850553109999857e-01,3.860035791929999904e-01,6.047671394281000090e+00,-1.666108436144400073e+01
1.500070770313000068e+00,5.513350923643000279e+00,3.166346383256999797e+00,1.641481348409999930e-01,-1.026655571689999991e-01,7.440781857466999938e+00,-1.708323778466800036e+01
1.777986863021000064e+00,4.446235946702000064e+00,2.723468967904000060e+00,2.290887285690000053e-01,1.683404114699999995e-02,7.028420496076999591e+00,-1.573974371781699944e+01
9.485680956390000196e-01,4.529655403040999673e+00,2.305006264250999859e+00,2.126490080790000015e-01,1.094054519316000063e+00,3.064213661886999951e+00,-2.454494684649399971e+01
1.360220275667999967e+00,6.940470021990000404e+00,3.073219249010000098e+00,9.461066619300000091e-02,-3.239418413299999938e-02,7.343046209383000011e+00,-1.856311564011100046e+01
8.841016450740000199e-01,5.598108716049000400e+00,2.959031874246000005e+00,5.495561473800000124e-02,4.631904112119999972e-01,4.939497132070999719e+00,-1.899287890831699954e+01
1.874358896623000037e+00,3.379899369092000061e+00,2.595208956205000028e+00,3.036944108929999775e-01,-1.061193976899999988e-02,6.669330242388999963e+00,-1.687543735315900051e+01
6.070467228660000325e-01,4.039505023012999629e+00,2.226773077965999992e+00,1.265683872689999934e-01,1.073343030461999970e+00,3.206285041490999799e+00,-2.417709134869999943e+01
2.268774340882000029e+00,4.982167191391999594e+00,2.938929745585999953e+00,2.533017795049999910e-01,-4.326058765640000137e-01,7.799360290973000431e+00,-1.600470227053400052e+01
1.167379627374000028e+00,5.777063165074999951e+00,3.313081723918999799e+00,2.933582140400000163e-02,-6.523518376699999344e-02,6.402658221905999980e+00,-1.655610436439799926e+01
8.773990518799999749e-02,3.885474855046000098e+00,2.688284440323999824e+00,9.312032692799999956e-02,1.196692806164999956e+00,3.126579503305999985e+00,-2.840826910098000013e+01
7.113703470159999931e-01,4.510781598613999854e+00,2.519650496560999819e+00,1.745829791500000047e-02,9.390484769760000239e-01,4.154192866786999616e+00,-2.080680410511699918e+01
1.094047472643000063e+00,4.107237628691000175e+00,2.673228579168999808e+00,1.079211698919999990e-01,4.051814238429999881e-01,5.495524792423999827e+00,-1.846578896156799843e+01
1.587174152967999907e+00,2.976635360745000014e+00,2.553880461123000156e+00,1.797470392699999919e-02,2.641165101900000076e-02,7.091502802313000231e+00,-1.804886566523400049e+01
6.655373628809999609e-01,4.305219686946999857e+00,2.320345584651999804e+00,2.807265255200000129e-02,9.225203763139999680e-01,3.760576026569999897e+00,-2.243513117161500148e+01
9.805591730789999794e-01,6.079351412493999796e+00,2.926936082883000001e+00,2.435157910179999996e-01,2.851291956800000027e-01,5.775374605162999941e+00,-1.914739606023400142e+01
2.334603628432999844e+00,2.923114398116999801e+00,2.995405092461000063e+00,1.752052488710000022e-01,-8.430369917550000203e-01,8.801064226147000014e+00,-1.635276871503900153e+01
1.911172684610999983e+00,2.752070353112999967e+00,3.034289188699999862e+00,1.935226711920000064e-01,-6.209016180899999959e-01,8.744953611533999194e+00,-1.646512985045200139e+01
8.932704213629999446e-01,5.287360557669000372e+00,3.388178315720999922e+00,1.878392122200000028e-02,-1.302476589300000098e-01,7.077859435356000262e+00,-2.204410871101699954e+01
1.480632151952000042e+00,4.858873163575999854e+00,3.133938148044999927e+00,1.227819644130000026e-01,-1.124206956909999944e-01,7.398171169564999872e+00,-1.727018833762700112e+01
1.166914242242000022e+00,3.696777469345999823e+00,2.368134001373999986e+00,7.639647546199999917e-02,5.489933361509999887e-01,4.747889126272999860e+00,-1.991841322269700143e+01
7.041820242159999577e-01,4.816958845651999610e+00,2.533175898325000119e+00,4.155174825990000098e-01,6.236333460609999602e-01,4.623955140688999599e+00,-1.923398520543799961e+01
