# a_small,a_big,Rp_crit,sigma_R,a_zipf,sigma_inc,loglike
1.829206013237999917e+00,3.905967236547999821e+00,2.768616502483999930e+00,2.397878555390000055e-01,-2.456607755620000000e-01,8.713393326408999329e+00,-1.593681705351199973e+01
2.268094769479999939e-01,4.369101281192000030e+00,2.596729440525999966e+00,8.452967828700000408e-02,1.331238954667000041e+00,2.381284529729000177e+00,-2.979964304046900025e+01
1.120818320347999997e+00,4.650265452586999970e+00,2.623999871862999989e+00,2.359437157110000072e-01,6.610748546089999511e-01,4.513239534964999855e+00,-2.124571970067500004e+01
1.487748349419999894e+00,4.866329271106000220e+00,2.520447407614000213e+00,3.180842108659999723e-01,6.476137548979999936e-01,4.927616529975000326e+00,-2.115393987783300034e+01
3.216233232462999858e+00,2.131534479633999890e+00,2.538992475064000054e+00,3.117989616499999839e-01,-7.438863814889999926e-01,9.835056601113999264e+00,-1.480521649183699928e+01
1.833898622681999990e+00,3.578228660935999894e+00,2.582898570069999789e+00,2.605352349910000087e-01,1.598756591409999928e-01,6.940669104356000041e+00,-1.682826448550899912e+01
2.433895790044000140e+00,2.386327614494000215e+00,2.729571636804999812e+00,3.684988302039999830e-01,-6.617730701239999958e-01,8.553380494302999182e+00,-1.620422651695099958e+01
2.646846486373000129e+00,3.556903988795999894e+00,2.539407077993999895e+00,1.247120350750000051e-01,-2.672921205129999978e-01,8.500894873386000583e+00,-1.690208367517800170e+01
2.225698803829000205e+00,3.159913349792999870e+00,2.439567982235999910e+00,1.491742622620000069e-01,-4.647832180000000327e-03,7.545387157397000166e+00,-1.839129443550299925e+01
2.367501790234999959e+00,3.694945565570999957e+00,2.668363852709000117e+00,3.044734558509999967e-01,-1.358979870489999964e-01,9.072663407240000311e+00,-1.754286127939599993e+01
2.778735737403000172e+00,3.197798825996000183e+00,2.287607932735999938e+00,2.785377927650000141e-01,-6.511079545499999510e-02,8.080254798891999712e+00,-1.667085558526899902e+01
5.639826432100000231e-01,5.147122655286000104e+00,2.796248535860999862e+00,2.435208561330000077e-01,1.072065173619999978e+00,3.871599612945999969e+00,-2.435677853847399987e+01
2.004119509305000157e+00,4.550017449239000200e+00,2.393662398222999865e+00,4.530707835309999987e-01,3.978530138740000166e-01,5.922737334575000290e+00,-1.987133547844199910e+01
2.534434324865999955e+00,2.801927451027999894e+00,2.716282089889999973e+00,3.402795380370000067e-01,-5.702036229239999532e-01,9.009405159138999863e+00,-1.462756411115299926e+01
8.324590315700000076e-01,5.455899880207000230e+00,2.893823057381000208e+00,3.612301657300000246e-02,8.955040752970000462e-01,4.884377912316000270e+00,-2.261469736787499940e+01
7.250431797159999636e-01,4.749341418472999621e+00,3.065675695266000034e+00,3.566011847789999911e-01,4.813033174329999775e-01,5.504710810674000143e+00,-2.029200253704700074e+01
1.278785186706999921e+00,5.118269505337000425e+00,2.802982580507999977e+00,6.749878682899999871e-02,5.342750792889999767e-01,5.809905617350000107e+00,-1.977690553222100078e+01
1.408933891642000003e+00,4.133280944684999625e+00,2.640262663575999813e+00,3.911418637869999992e-01,5.695037114250000032e-01,5.022034919298000055e+00,-2.091427693197000082e+01
2.538353868999000174e+00,3.581607740402000140e+00,2.631530368119999963e+00,1.864693433369999931e-01,-2.608718000199999887e-02,8.301857855765000238e+00,-1.748730484692800147e+01
3.242105315573999835e+00,3.168375747509000195e+00,2.559335796035000055e+00,4.615992495039999977e-01,-5.961457980590000316e-01,9.417540033255999532e+00,-1.632989490044700176e+01
1.649483971760999923e+00,3.392840801490999869e+00,2.629074490359999849e+00,2.949475211879999947e-01,1.452380827689999931e-01,7.129015444625999898e+00,-1.703664039059599844e+01
2.863502372202999968e+00,2.293044743434000221e+00,2.322501188727000176e+00,3.703887674590000123e-01,-2.977063235540000075e-01,9.067919656085999591e+00,-1.536145681783299999e+01
9.612070103540000243e-01,5.282117860127000242e+00,2.855301118262000060e+00,2.752968251160000102e-01,7.923992974969999992e-01,4.870197552808000374e+00,-1.822157599851500009e+01
8.448326004559999491e-01,4.309991317241999909e+00,2.826746697902000172e+00,1.917466670050000099e-01,4.041004149920000010e-01,5.567040444236000418e+00,-2.021213907541499921e+01
1.164381312826000103e+00,4.350397645959000137e+00,2.307664951882999915e+00,7.336119703400000025e-02,1.331298154446999948e+00,3.075213277082000207e+00,-2.475630379273999893e+01
1.781806948857000084e+00,2.385158093300999926e+00,2.786497598432000178e+00,7.645998180299999614e-02,-3.812943006769999865e-01,8.850170283167999585e+00,-1.657890615180399863e+01
1.025833369167000075e+00,4.699253915428999839e+00,2.623097010226000059e+00,2.617060565250000082e-01,7.821600928240000083e-01,4.681296956046000268e+00,-2.023350891667899987e+01
1.763401161683999963e+00,4.222515729598000256e+00,2.427540146467999982e+00,9.182897497500000505e-02,4.100040330090000129e-01,6.826716591578000148e+00,-1.917530385522200120e+01
1.302011604780000109e+00,4.262264099411999574e+00,2.622774931756000072e+00,3.215125246389999858e-01,5.200159305779999963e-01,5.289452118108999734e+00,-1.948302453669399981e+01
1.273473938161000074e+00,3.753933666788999979e+00,2.756435379426000143e+00,2.751275105179999958e-01,2.432232145659999900e-01,6.499053877366000265e+00,-1.742023038870100038e+01
1.917455218256999938e+00,3.786041354392999825e+00,2.410074415775000034e+00,2.665663469119999851e-01,3.593787389770000118e-01,6.259457221019999906e+00,-1.707471328041799907e+01
1.351241838937000006e+00,4.699568781784999594e+00,2.924145232360999991e+00,8.680148460099999796e-02,3.077944319049999988e-01,7.163841730759999749e+00,-1.978307805306599931e+01
5.780489055680000376e-01,4.609101400304999707e+00,3.161575896252999840e+00,1.301309828040000116e-01,5.345424676759999993e-01,5.325350119871999688e+00,-2.320893923004700099e+01
6.986890541560000223e-01,4.625568737303000333e+00,2.630550806596999802e+00,1.503049852139999865e-01,1.069312861767000022e+00,3.815041400644000102e+00,-2.523780985371299934e+01
4.092551063090000274e-01,4.239076291049999945e+00,2.653767086439999812e+00,1.840297021700000035e-01,1.211169064002000084e+00,2.814135966340999939e+00,-2.544724936389500058e+01
2.476724478572000177e+00,3.078346924374999904e+00,2.374251422752000185e+00,3.368433852439999820e-01,-3.360268248999999895e-03,7.943873365923000307e+00,-1.642972966905999854e+01
9.150825948390000075e-01,5.632912348746000220e+00,2.641686638742999804e+00,1.548933164440000065e-01,1.186047709676000039e+00,3.655597091678000066e+00,-2.690928901366499915e+01
1.453091760229999974e+00,3.457152489364999859e+00,2.741751766311999905e+00,3.375777832040000037e-01,3.806020997400000327e-02,7.427710744315000113e+00,-1.721086840752300162e+01
1.642257151031000006e+00,3.669439070002999959e+00,2.876195696874999985e+00,3.162914019070000027e-01,-1.720088734999999924e-02,7.358116086545000378e+00,-1.810016826028200043e+01
2.104184320548000198e+00,2.284377512759999895e+00,2.547665297091000092e+00,3.737688407579999872e-01,-4.681065184880000007e-01,9.010530302500999511e+00,-1.620218405144499840e+01
1.552293439554000010e+00,4.067256899761000355e+00,2.466897862415000198e+00,4.956942265000000014e-03,5.429748016380000486e-01,6.114201941289000075e+00,-1.783108224783099871e+01
1.312832387188000105e+00,3.932252111805000006e+00,2.288364141230000204e+00,3.735798498460000117e-01,9.054332420380000190e-01,4.482454291825000325e+00,-2.173006507890899996e+01
1.755354353703000081e+00,2.705497316389000151e+00,2.764377709505999814e+00,2.030366188440000108e-01,-3.348327273569999818e-01,8.338941352701999321e+00,-1.741704879243500059e+01
6.233895065350000264e-01,4.935305731773000026e+00,3.047393557943999909e+00,3.775428095660000039e-01,5.813549461900000548e-01,5.268043832413000338e+00,-1.940393912076800120e+01
2.499309098348999836e+00,3.108488410800999802e+00,2.025431912764000142e+00,4.931291694589999830e-01,3.751776787059999951e-01,5.686367135411000362e+00,-2.021165398124599832e+01
2.454382765246999831e+00,3.299798416918000132e+00,2.007561632558000131e+00,4.816429164070000213e-01,4.171337729280000239e-01,6.039041979561000417e+00,-2.078530289769999939e+01
1.585190163927000073e+00,4.565494360255000217e+00,2.398799555015000085e+00,3.501294638129999748e-01,8.619746253819999815e-01,4.307385698291000153e+00,-2.154205557650800174e+01
1.769808428498000019e+00,2.809986718380999893e+00,2.725390279817999861e+00,3.281000620980000226e-01,-3.580481762499999887e-02,7.357779032192000024e+00,-1.896829809876599882e+01
2.143653983900000171e+00,2.877331110426000205e+00,2.586101665553000029e+00,6.625174413999999901e-02,-2.249181393320000000e-01,8.607326293728000621e+00,-1.606850921112900110e+01
3.185807141531999953e+00,2.472385079746000081e+00,2.261807588912999822e+00,5.065108558540000194e-01,-5.548405027139999834e-01,9.658878656833000065e+00,-1.616974269555899824e+01
2.089166095503999898e+00,5.355281322217999573e+00,2.980448050746999922e+00,1.590701974099999888e-02,-9.761874299700000479e-02,8.006375426314999544e+00,-1.754212930504600010e+01
9.987504585619999542e-01,6.140982145257000369e+00,2.914142196860999956e+00,1.584865553850000053e-01,1.019324341641000053e+00,4.229366794248000438e+00,-2.679614057626200108e+01
1.097331718289999980e+00,3.480143818419000112e+00,2.445093873126999995e+00,1.937348224650000117e-01,3.635541028200000024e-01,6.345583371481000157e+00,-1.951257774592300009e+01
7.339897029249999871e-01,4.564519709312000018e+00,2.681703497121000090e+00,4.787723017619999744e-01,2.644984507679999930e-01,5.517014002982000065e+00,-2.162093459889500124e+01
1.453603669027000000e+00,3.501735913367999942e+00,2.541547146152999925e+00,3.740887573300000213e-01,2.539785181740000231e-01,6.359997740613000161e+00,-1.794393692872800017e+01
6.959453062079999919e-01,4.697083551921999778e+00,2.750801897851999911e+00,2.172199692840000029e-01,1.018298535308999941e+00,3.343759158437999979e+00,-2.519765422852799830e+01
2.506647330819999908e-01,3.454788084573999996e+00,2.262022060256999811e+00,2.283628096500000051e-02,1.583703779486000052e+00,2.228761571255000185e+00,-3.140443948378199934e+01
7.997806555069999490e-01,4.860257681355999893e+00,2.672770774967999863e+00,1.722881302179999907e-01,9.430647745089999479e-01,4.294950120154999773e+00,-2.195376955045399825e+01
1.162611186024000043e+00,4.714992069084000370e+00,2.501001512813000094e+00,3.989617588839999840e-01,7.114539164149999984e-01,4.484697393455999936e+00,-2.084765937380300116e+01
