        1204         229          67          20           2           2           0           0           0           0
        1253         200          68          20           3           1           1           0           0           0
        1228         233          53          23           4           0           0           0           0           0
        1259         226          62          12           4           0           0           0           0           0
        1288         216          58          10           5           1           0           0           0           0
        1198         234          62          21           2           2           1           0           0           0
        1277         219          54          18           2           1           0           0           0           0
        1342         218          49          10           0           0           0           0           0           0
        1321         203          53          16           3           0           0           0           0           0
        1319         226          41          12           1           3           0           0           0           0
        1250         226          57          14           6           1           0           0           0           0
        1295         216          45          20           2           1           1           0           0           0
        1267         214          64          13           4           1           0           0           0           0
        1272         214          58          17           2           1           1           0           0           0
        1187         246          66          17           4           0           0           0           0           0
        1220         236          62          14           5           1           0           0           0           0
        1178         238          63          16           9           1           1           0           0           0
        1235         231          55          14           8           0           1           0           0           0
        1191         235          70          16           6           0           0           0           0           0
        1209         231          57          24           3           2           0           0           0           0
        1248         218          61          15           4           3           0           0           0           0
        1240         214          65          15           6           2           0           0           0           0
        1185         235          68          19           6           0           0           0           0           0
        1234         239          56          12           5           2           0           0           0           0
        1263         211          62          21           2           0           0           0           0           0
        1186         236          75          15           2           2           0           0           0           0
        1218         240          62          16           1           2           0           0           0           0
        1218         220          65          23           4           0           0           0           0           0
        1202         238          66          16           5           0           0           0           0           0
        1193         233          61          18           9           1           0           0           0           0
        1210         238          61          17           2           3           0           0           0           0
        1168         246          64          19           6           0           1           0           0           0
        1208         237          60          19           3           2           0           0           0           0
        1218         233          63          19           2           1           0           0           0           0
        1181         236          63          20           6           1           1           0           0           0
        1225         231          60          18           4           1           0           0           0           0
        1178         242          67          19           4           1           0           0           0           0
        1158         241          69          23           4           1           0           0           0           0
        1154         223          68          26           9           2           0           0           0           0
        1187         243          63          22           3           0           0           0           0           0
        1259         232          51          13           5           2           0           0           0           0
        1242         241          51          17           4           0           0           0           0           0
        1201         235          67          14           5           2           0           0           0           0
        1203         238          67          17           1           2           0           0           0           0
        1259         227          44          25           4           0           0           0           0           0
        1212         238          64          17           1           2           0           0           0           0
        1255         235          50          15           6           0           0           0           0           0
        1170         233          75          22           2           1           0           0           0           0
        1211         219          64          19           7           1           1           0           0           0
        1255         228          62          12           4           0           0           0           0           0
        1227         243          57          19           1           0           0           0           0           0
        1258         217          61          16           4           1           0           0           0           0
        1245         231          61          15           3           0           0           0           0           0
        1229         248          55          12           3           2           0           0           0           0
        1210         232          63          19           4           1           0           0           0           0
        1196         233          64          21           3           2           0           0           0           0
        1254         215          64          17           3           1           0           0           0           0
        1210         220          69          22           4           0           0           0           0           0
        1281         224          53          16           0           1           1           0           0           0
        1245         239          60          13           2           0           0           0           0           0
        1242         250          46          17           1           2           0           0           0           0
        1253         243          51          12           5           0           0           0           0           0
        1173         241          76          13           6           0           0           0           0           0
        1200         245          62          17           3           1           0           0           0           0
        1181         247          63          17           4           1           1           0           0           0
        1225         246          52          14           6           1           0           0           0           0
        1146         245          64          28           5           0           0           0           0           0
        1204         242          67          15           2           1           0           0           0           0
        1237         236          64          12           2           1           0           0           0           0
        1202         219          72          22           3           1           0           0           0           0
        1214         230          70          19           1           0           0           0           0           0
        1236         243          54          15           3           1           0           0           0           0
        1260         212          71          13           2           1           0           0           0           0
        1182         258          59          16           4           1           0           0           0           0
        1250         224          60          18           3           0           0           0           0           0
        1191         229          71          17           7           0           0           0           0           0
        1203         233          67          20           3           0           0           0           0           0
        1167         245          70          14           7           0           1           0           0           0
        1202         227          75          17           2           1           0           0           0           0
        1153         250          74          20           2           0           0           0           0           0
        1203         240          67          15           3           1           0           0           0           0
        1227         246          58          13           4           0           0           0           0           0
        1174         224          85          22           0           0           0           0           0           0
        1193         243          68          14           4           1           0           0           0           0
        1258         233          66           7           3           0           0           0           0           0
        1221         233          58          22           2           1           0           0           0           0
        1139         249          79          19           3           0           0           0           0           0
        1164         237          78          17           5           0           0           0           0           0
        1178         251          65          16           4           1           0           0           0           0
        1132         259          66          24           3           1           0           0           0           0
        1143         252          65          23           5           1           0           0           0           0
        1161         225          82          19           4           2           0           0           0           0
        1183         255          65          13           5           0           0           0           0           0
        1188         243          67          17           3           0           1           0           0           0
        1189         225          70          24           4           0           0           0           0           0
        1223         237          59          11           7           2           0           0           0           0
        1201         245          61          15           5           1           0           0           0           0
        1195         237          72          15           4           0           0           0           0           0
        1204         239          70          12           5           0           0           0           0           0
        1249         227          59          15           5           0           0           0           0           0
        1224         243          45          26           2           1           0           0           0           0
        1249         237          58          13           2           1           0           0           0           0
        1187         233          75          16           1           3           0           0           0           0
        1267         229          53          14           5           0           0           0           0           0
        1192         265          60          13           1           1           0           0           0           0
        1238         250          55          13           2           0           0           0           0           0
        1279         233          54          12           2           0           0           0           0           0
        1232         228          69          15           2           0           0           0           0           0
        1238         226          70          11           3           1           0           0           0           0
        1162         248          69          20           4           0           0           0           0           0
        1153         261          60          25           2           0           0           0           0           0
        1228         242          58          16           3           0           0           0           0           0
        1251         255          52          12           0           0           0           0           0           0
        1222         240          65          14           1           0           1           0           0           0
        1237         246          56          17           0           0           0           0           0           0
        1202         238          68          17           3           0           0           0           0           0
        1207         249          68          14           0           0           0           0           0           0
        1283         225          53          13           3           1           0           0           0           0
        1206         242          63          15           4           1           0           0           0           0
        1223         238          67          15           1           0           0           0           0           0
        1182         263          56          16           5           0           0           0           0           0
        1195         236          71          14           3           1           0           1           0           0
        1166         270          60          16           3           0           0           0           0           0
        1247         231          67          10           3           0           0           0           0           0
        1198         257          71          10           0           0           0           0           0           0
        1217         251          59          12           3           1           0           0           0           0
        1174         260          62          17           1           2           0           0           0           0
        1233         249          57          12           3           0           0           0           0           0
        1262         238          55          13           2           0           0           0           0           0
        1243         260          52          10           0           1           0           0           0           0
        1258         240          53          12           4           0           0           0           0           0
        1203         256          62          12           2           1           0           0           0           0
        1222         235          64          14           5           0           0           0           0           0
        1249         246          61           9           1           0           0           0           0           0
